temp,atemp,hum,windspeed,casual,registered,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,cnt
0.42,0.4242,0.38,0.3881,23,70,spring,2011,April,11,0,Wednesday,1,Clear,93
0.52,0.5,0.48,0.0,22,156,spring,2012,May,8,0,Saturday,0,Clear,178
0.48,0.4697,0.82,0.4179,3,53,winter,2011,December,11,0,Wednesday,1,Mist,56
0.26,0.303,0.81,0.0,4,31,fall,2011,November,7,0,Friday,1,Clear,35
0.24,0.2879,0.87,0.0,1,10,winter,2012,December,8,1,Tuesday,0,Mist,11
0.26,0.2727,0.56,0.1045,3,77,winter,2012,January,13,0,Monday,1,Mist,80
0.86,0.803,0.47,0.5224,161,330,summer,2012,August,12,0,Sunday,0,Clear,491
0.32,0.3333,0.87,0.1045,0,12,fall,2011,October,6,0,Sunday,0,Clear,12
0.9,0.8485,0.42,0.194,39,99,summer,2012,July,10,0,Wednesday,1,Clear,138
0.72,0.697,0.74,0.0896,263,230,summer,2012,September,13,0,Sunday,0,Light Snow,493
0.72,0.6515,0.39,0.3284,89,280,spring,2012,June,12,0,Friday,1,Clear,369
0.16,0.1212,0.47,0.4627,5,55,winter,2012,January,10,0,Tuesday,1,Clear,60
0.42,0.4242,0.77,0.2836,12,27,winter,2011,March,1,0,Sunday,0,Mist,39
0.8,0.7879,0.63,0.3582,53,163,summer,2011,July,14,0,Friday,1,Mist,216
0.52,0.5,0.77,0.1642,5,22,spring,2011,May,0,0,Wednesday,1,Light Snow,27
0.72,0.697,0.79,0.1045,51,157,summer,2012,August,21,0,Sunday,0,Clear,208
0.36,0.3485,0.87,0.1343,47,248,fall,2012,December,11,0,Sunday,0,Mist,295
0.68,0.6364,0.36,0.194,327,377,summer,2012,September,13,0,Saturday,0,Clear,704
0.3,0.303,0.39,0.1642,11,64,spring,2011,March,21,0,Friday,1,Mist,75
0.36,0.3485,0.71,0.1642,5,228,fall,2011,October,7,0,Friday,1,Clear,233
0.44,0.4394,1.0,0.194,16,88,spring,2012,March,21,0,Saturday,0,Light Snow,104
0.42,0.4242,0.71,0.1045,11,198,fall,2011,November,20,0,Thursday,1,Clear,209
0.44,0.4394,0.67,0.194,2,4,winter,2012,February,3,0,Thursday,1,Light Snow,6
0.32,0.3333,0.57,0.1045,31,656,fall,2012,November,8,0,Friday,1,Clear,687
0.24,0.2273,0.87,0.2239,6,27,winter,2012,December,16,0,Monday,1,Light Snow,33
0.44,0.4394,0.67,0.1045,37,106,spring,2011,April,22,0,Saturday,0,Clear,143
0.28,0.2576,0.52,0.2836,4,19,fall,2012,December,1,0,Thursday,1,Mist,23
0.2,0.2576,0.4,0.0,4,47,winter,2011,February,10,0,Wednesday,1,Clear,51
0.62,0.6212,0.46,0.3284,200,362,fall,2012,October,12,0,Sunday,0,Clear,562
0.28,0.2879,0.61,0.1343,1,20,winter,2011,February,19,0,Sunday,0,Clear,21
0.26,0.2273,0.48,0.3284,4,4,fall,2011,November,4,0,Saturday,0,Clear,8
0.4,0.4091,0.71,0.1343,29,118,fall,2011,October,12,0,Monday,1,Mist,147
0.26,0.2727,0.65,0.1343,9,332,fall,2012,November,7,0,Friday,1,Clear,341
0.48,0.4697,0.82,0.1642,1,35,spring,2012,June,5,0,Tuesday,1,Light Snow,36
0.34,0.3333,0.34,0.1343,12,387,winter,2012,February,17,0,Thursday,1,Clear,399
0.62,0.5909,0.78,0.1343,11,18,spring,2011,June,0,0,Monday,1,Clear,29
0.64,0.6061,0.69,0.2537,17,57,summer,2011,September,1,0,Saturday,0,Mist,74
0.76,0.7273,0.66,0.1045,104,506,summer,2012,August,19,0,Tuesday,1,Mist,610
0.54,0.5152,0.56,0.194,45,151,spring,2012,April,23,0,Saturday,0,Mist,196
0.7,0.6364,0.42,0.2239,33,227,summer,2011,June,9,0,Thursday,1,Clear,260
0.5,0.4848,0.36,0.4478,21,255,spring,2012,April,20,0,Monday,1,Clear,276
0.36,0.3636,0.87,0.0896,17,106,fall,2011,December,11,0,Monday,1,Mist,123
0.42,0.4242,0.35,0.1045,47,204,fall,2012,November,14,0,Friday,1,Clear,251
0.34,0.303,0.61,0.3582,4,47,fall,2011,November,23,0,Wednesday,1,Clear,51
0.36,0.3485,0.43,0.1642,8,49,spring,2012,April,2,0,Saturday,0,Clear,57
0.56,0.5303,0.46,0.1343,39,250,fall,2011,November,16,0,Tuesday,1,Clear,289
0.68,0.6364,0.51,0.1642,62,140,summer,2011,June,21,0,Saturday,0,Clear,202
0.4,0.4091,0.82,0.3284,1,9,spring,2011,April,6,0,Saturday,0,Light Snow,10
0.88,0.803,0.39,0.2239,65,198,summer,2012,June,14,0,Friday,1,Clear,263
0.66,0.6212,0.69,0.194,25,467,summer,2012,August,7,0,Wednesday,1,Mist,492
0.62,0.6212,0.43,0.3284,49,638,summer,2012,June,8,0,Wednesday,1,Clear,687
0.14,0.1212,0.39,0.3582,1,44,winter,2011,February,11,0,Thursday,1,Clear,45
0.46,0.4545,0.82,0.0,14,89,fall,2011,October,8,0,Saturday,0,Clear,103
0.34,0.303,0.34,0.4179,47,239,fall,2011,December,13,0,Saturday,0,Clear,286
0.44,0.4394,0.67,0.0,6,21,spring,2011,April,0,1,Friday,0,Clear,27
0.6,0.5909,0.73,0.2836,63,201,fall,2012,October,22,0,Friday,1,Clear,264
0.22,0.197,0.44,0.3582,1,27,fall,2012,November,2,0,Sunday,0,Clear,28
0.74,0.7121,0.74,0.1343,47,194,summer,2011,July,21,0,Tuesday,1,Clear,241
0.4,0.4091,0.54,0.1343,16,86,winter,2011,February,19,0,Sunday,0,Clear,102
0.62,0.5909,0.73,0.1642,4,6,summer,2011,July,4,0,Sunday,0,Clear,10
0.6,0.5455,0.88,0.0,2,9,summer,2011,September,13,0,Wednesday,1,Light Snow,11
0.4,0.4091,0.94,0.194,1,35,fall,2011,November,14,0,Tuesday,1,Light Snow,36
0.64,0.6212,0.5,0.3582,53,433,summer,2011,July,8,0,Thursday,1,Clear,486
0.8,0.7121,0.41,0.1045,79,272,summer,2012,August,13,0,Friday,1,Mist,351
0.7,0.6364,0.39,0.2239,28,109,summer,2011,August,10,0,Tuesday,1,Clear,137
0.02,0.0606,0.48,0.1343,0,5,winter,2011,January,5,0,Monday,1,Clear,5
0.88,0.803,0.39,0.0,142,185,spring,2011,May,14,1,Monday,0,Clear,327
0.72,0.6818,0.62,0.1343,41,391,summer,2011,July,8,0,Tuesday,1,Clear,432
0.8,0.7424,0.49,0.1642,76,160,summer,2012,June,11,0,Friday,1,Clear,236
0.5,0.4848,0.31,0.3582,208,301,winter,2012,March,16,0,Sunday,0,Clear,509
0.26,0.2273,0.28,0.3284,1,15,spring,2011,March,0,0,Tuesday,1,Clear,16
0.36,0.3485,0.93,0.1343,4,29,fall,2012,December,23,0,Sunday,0,Mist,33
0.28,0.3182,0.65,0.0,0,3,fall,2011,December,3,0,Wednesday,1,Clear,3
0.3,0.3182,0.7,0.1045,1,6,fall,2012,November,4,0,Friday,1,Clear,7
0.58,0.5455,0.94,0.1642,0,6,summer,2011,September,6,0,Saturday,0,Clear,6
0.72,0.6818,0.7,0.3582,56,344,summer,2011,June,19,0,Thursday,1,Clear,400
0.58,0.5455,0.73,0.1343,51,174,spring,2012,June,13,0,Monday,1,Mist,225
0.66,0.6061,0.83,0.0896,1,178,summer,2012,August,7,0,Tuesday,1,Mist,179
0.3,0.3182,0.56,0.0896,14,42,winter,2011,December,20,1,Monday,0,Clear,56
0.72,0.6818,0.62,0.2537,41,112,summer,2011,August,11,0,Monday,1,Mist,153
0.36,0.3788,0.87,0.0,5,40,fall,2011,November,22,0,Sunday,0,Clear,45
0.56,0.5303,0.49,0.4478,6,88,winter,2012,March,23,0,Thursday,1,Mist,94
0.36,0.3788,0.53,0.0,48,153,spring,2012,March,11,0,Friday,1,Mist,201
0.6,0.6212,0.33,0.4627,242,230,fall,2011,October,14,0,Saturday,0,Clear,472
0.74,0.6515,0.3,0.0896,279,347,spring,2012,May,17,0,Saturday,0,Clear,626
0.46,0.4545,0.82,0.0,24,124,fall,2011,October,22,0,Thursday,1,Clear,148
0.52,0.5,0.83,0.2239,28,222,spring,2012,April,21,0,Thursday,1,Clear,250
0.94,0.8788,0.38,0.3284,54,116,summer,2012,July,14,0,Wednesday,1,Clear,170
0.52,0.5,0.83,0.2537,3,28,fall,2011,October,6,0,Wednesday,1,Light Snow,31
0.72,0.6515,0.3,0.1045,81,177,winter,2012,March,14,0,Thursday,1,Mist,258
0.7,0.6667,0.79,0.2985,1,39,summer,2012,September,5,0,Wednesday,1,Mist,40
0.7,0.6667,0.74,0.2239,70,749,summer,2012,July,18,0,Tuesday,1,Light Snow,819
0.16,0.1212,0.4,0.5224,2,47,winter,2011,January,11,0,Sunday,0,Clear,49
0.28,0.2727,0.48,0.2239,10,202,winter,2011,January,17,0,Tuesday,1,Clear,212
0.58,0.5455,0.46,0.1343,54,218,spring,2012,June,15,0,Tuesday,1,Mist,272
0.44,0.4394,0.24,0.194,2,3,spring,2012,April,4,0,Monday,1,Clear,5
0.3,0.303,0.52,0.1642,3,99,fall,2011,December,10,0,Tuesday,1,Clear,102
0.7,0.6515,0.51,0.1343,64,388,spring,2012,May,19,0,Friday,1,Clear,452
0.66,0.5909,0.89,0.0,21,57,summer,2012,September,22,0,Saturday,0,Mist,78
0.2,0.1818,1.0,0.3284,0,2,winter,2011,March,1,0,Monday,1,Light Snow,2
0.42,0.4242,0.82,0.2985,2,9,winter,2011,March,3,0,Sunday,0,Mist,11
0.24,0.2576,0.7,0.0896,0,6,fall,2011,December,5,0,Saturday,0,Clear,6
0.38,0.3939,0.66,0.0896,4,4,fall,2011,October,4,0,Saturday,0,Clear,8
0.62,0.6061,0.69,0.1045,33,129,spring,2011,June,12,0,Monday,1,Mist,162
0.9,0.8485,0.42,0.2239,36,82,spring,2011,June,11,0,Thursday,1,Clear,118
0.6,0.5606,0.83,0.1642,1,8,summer,2011,June,4,0,Monday,1,Mist,9
0.8,0.697,0.29,0.2985,52,126,summer,2011,August,15,0,Thursday,1,Clear,178
0.78,0.697,0.46,0.2985,28,127,summer,2011,August,22,0,Tuesday,1,Clear,155
0.62,0.5909,0.73,0.1642,66,708,summer,2012,September,18,0,Monday,1,Mist,774
0.32,0.303,0.53,0.2239,21,412,fall,2012,December,19,0,Tuesday,1,Clear,433
0.52,0.5,0.72,0.1045,8,41,summer,2012,September,0,0,Wednesday,1,Clear,49
0.36,0.3485,0.62,0.1343,1,5,fall,2011,November,4,0,Sunday,0,Mist,6
0.78,0.7121,0.52,0.2836,290,245,spring,2012,May,15,0,Sunday,0,Clear,535
0.32,0.3182,0.93,0.1642,4,17,winter,2011,March,22,0,Wednesday,1,Light Snow,21
0.36,0.3333,0.66,0.2537,33,106,fall,2012,November,10,0,Monday,1,Mist,139
0.46,0.4545,0.67,0.4627,6,174,winter,2012,January,21,0,Tuesday,1,Clear,180
0.46,0.4545,0.38,0.2985,34,301,spring,2012,March,20,0,Thursday,1,Clear,335
0.8,0.7879,0.63,0.3582,39,102,summer,2011,July,15,0,Friday,1,Mist,141
0.32,0.3182,0.45,0.194,8,62,winter,2011,January,15,0,Thursday,1,Mist,70
0.48,0.4697,0.41,0.2985,34,288,spring,2012,May,9,0,Friday,1,Clear,322
0.16,0.1667,0.47,0.1642,6,32,winter,2012,January,2,0,Saturday,0,Clear,38
0.74,0.7121,0.74,0.1343,57,288,summer,2012,July,9,0,Monday,1,Mist,345
0.74,0.6818,0.58,0.1642,88,467,summer,2012,August,19,0,Monday,1,Clear,555
0.7,0.6515,0.65,0.4925,18,120,spring,2011,April,15,0,Wednesday,1,Clear,138
0.46,0.4545,0.94,0.0,5,77,fall,2011,November,9,0,Wednesday,1,Light Snow,82
0.6,0.5606,0.83,0.2985,25,480,spring,2012,June,7,0,Wednesday,1,Clear,505
0.62,0.5758,0.83,0.3284,25,176,spring,2011,June,20,0,Thursday,1,Clear,201
0.34,0.3182,0.53,0.2537,15,331,spring,2011,April,8,0,Friday,1,Mist,346
0.16,0.1818,0.69,0.1045,1,2,winter,2011,January,4,0,Saturday,0,Clear,3
0.32,0.3333,0.93,0.1045,11,455,fall,2011,November,8,0,Tuesday,1,Clear,466
0.7,0.6667,0.79,0.2537,7,4,summer,2011,July,4,0,Friday,1,Clear,11
0.72,0.697,0.74,0.2985,118,208,summer,2011,August,15,0,Sunday,0,Light Snow,326
0.32,0.303,0.49,0.2239,25,515,fall,2012,December,18,0,Wednesday,1,Mist,540
0.34,0.303,0.29,0.4179,47,127,winter,2011,February,15,0,Saturday,0,Clear,174
0.56,0.5303,0.73,0.2836,2,38,fall,2012,October,5,0,Monday,1,Mist,40
0.22,0.2727,0.55,0.0,10,53,fall,2011,December,21,0,Sunday,0,Clear,63
0.7,0.6667,0.74,0.0,8,55,summer,2012,August,0,0,Thursday,1,Clear,63
0.36,0.3485,0.93,0.194,0,2,winter,2012,January,4,0,Thursday,1,Light Snow,2
0.56,0.5303,0.64,0.1045,27,189,summer,2012,September,22,0,Tuesday,1,Clear,216
0.38,0.3939,0.54,0.2836,102,213,fall,2011,November,11,0,Saturday,0,Clear,315
0.64,0.6061,0.69,0.194,0,15,summer,2012,August,2,0,Thursday,1,Clear,15
0.46,0.4545,0.88,0.1045,9,15,spring,2012,May,1,0,Thursday,1,Mist,24
0.3,0.2879,0.81,0.194,0,5,fall,2012,November,4,0,Tuesday,1,Light Snow,5
0.3,0.2727,0.39,0.4179,32,103,winter,2011,February,13,0,Saturday,0,Clear,135
0.7,0.6364,0.34,0.2239,33,178,spring,2011,June,12,0,Wednesday,1,Clear,211
0.26,0.2424,0.3,0.2537,14,58,winter,2011,January,15,0,Monday,1,Clear,72
0.34,0.3485,0.25,0.0896,15,207,winter,2011,February,17,0,Wednesday,1,Clear,222
0.22,0.2273,0.55,0.194,0,2,fall,2012,December,3,0,Thursday,1,Clear,2
0.42,0.4242,0.67,0.0896,19,77,spring,2011,May,0,0,Sunday,0,Clear,96
0.74,0.6515,0.28,0.1343,188,268,spring,2011,June,13,0,Saturday,0,Clear,456
0.46,0.4545,0.63,0.2239,9,72,fall,2012,October,23,0,Monday,1,Clear,81
0.24,0.2273,0.6,0.2239,12,35,winter,2011,February,9,0,Sunday,0,Mist,47
0.46,0.4545,0.88,0.1045,16,563,winter,2012,March,8,0,Monday,1,Clear,579
0.66,0.5909,0.89,0.3881,1,1,summer,2012,July,4,0,Monday,1,Light Snow,2
0.32,0.3182,0.57,0.194,3,205,winter,2012,December,7,0,Friday,1,Mist,208
0.24,0.2879,0.87,0.0,13,432,fall,2011,December,8,0,Friday,1,Clear,445
0.14,0.1667,0.93,0.1045,0,21,fall,2011,December,5,0,Monday,1,Clear,21
0.34,0.3485,0.53,0.1045,21,330,fall,2012,November,9,0,Friday,1,Clear,351
0.6,0.5455,0.88,0.2537,148,232,summer,2012,July,15,0,Saturday,0,Light Snow,380
0.78,0.7727,0.7,0.1045,49,217,summer,2012,September,12,0,Wednesday,1,Clear,266
0.76,0.6667,0.35,0.2537,59,128,summer,2011,August,11,0,Thursday,1,Clear,187
0.2,0.2273,0.47,0.0896,1,108,winter,2011,February,20,0,Thursday,1,Clear,109
0.46,0.4545,0.51,0.3582,20,278,fall,2011,October,19,0,Thursday,1,Clear,298
0.76,0.7121,0.58,0.194,62,175,summer,2012,September,9,0,Saturday,0,Mist,237
0.68,0.6364,0.57,0.0,16,58,summer,2011,August,2,0,Saturday,0,Clear,74
0.26,0.2576,0.41,0.1642,5,26,spring,2011,March,0,0,Sunday,0,Mist,31
0.74,0.697,0.7,0.2239,168,281,summer,2012,September,15,1,Monday,0,Clear,449
0.8,0.7424,0.52,0.2537,94,488,summer,2012,July,19,0,Monday,1,Clear,582
0.7,0.6515,0.58,0.2239,8,72,spring,2012,June,23,0,Monday,1,Mist,80
0.38,0.3939,0.43,0.194,80,343,fall,2012,November,11,0,Saturday,0,Clear,423
0.86,0.7879,0.44,0.2836,257,306,summer,2012,September,15,0,Saturday,0,Mist,563
0.6,0.5909,0.73,0.2239,58,431,spring,2011,May,18,0,Wednesday,1,Clear,489
0.54,0.5152,0.56,0.194,150,278,fall,2012,October,10,0,Sunday,0,Clear,428
0.84,0.7879,0.49,0.2537,24,85,summer,2011,July,8,0,Saturday,0,Clear,109
0.54,0.5152,0.68,0.1642,22,60,spring,2012,May,2,0,Sunday,0,Mist,82
0.74,0.6818,0.62,0.1045,32,142,summer,2012,August,23,0,Friday,1,Clear,174
0.7,0.6515,0.7,0.1045,38,176,fall,2012,October,11,0,Thursday,1,Mist,214
0.62,0.6061,0.69,0.1343,12,29,summer,2012,August,7,0,Sunday,0,Mist,41
0.46,0.4545,0.31,0.3284,92,125,winter,2011,March,18,0,Saturday,0,Clear,217
0.64,0.5909,0.78,0.2985,31,119,spring,2011,April,13,0,Wednesday,1,Clear,150
0.8,0.7576,0.55,0.2239,63,335,summer,2011,July,19,0,Monday,1,Clear,398
0.62,0.6212,0.57,0.1343,9,29,summer,2011,August,0,0,Wednesday,1,Clear,38
0.44,0.4394,0.88,0.1045,3,59,spring,2011,May,6,0,Monday,1,Clear,62
0.5,0.4848,0.94,0.0896,41,277,spring,2012,March,9,0,Thursday,1,Mist,318
0.8,0.7121,0.41,0.4179,87,340,spring,2012,June,16,0,Monday,1,Mist,427
0.52,0.5,0.32,0.1343,42,177,spring,2012,April,11,0,Wednesday,1,Clear,219
0.68,0.6364,0.89,0.194,1,35,summer,2012,August,5,0,Tuesday,1,Mist,36
0.56,0.5303,0.37,0.3881,37,161,fall,2011,October,13,0,Tuesday,1,Clear,198
0.24,0.2879,0.93,0.0,11,216,fall,2011,October,7,0,Monday,1,Clear,227
0.54,0.5152,0.52,0.0896,36,87,spring,2011,April,11,0,Monday,1,Mist,123
0.24,0.2424,0.87,0.1343,3,122,winter,2012,February,20,0,Wednesday,1,Light Snow,125
0.34,0.303,0.76,0.3284,10,102,winter,2011,March,16,0,Wednesday,1,Mist,112
0.74,0.7121,0.79,0.0,20,257,summer,2011,July,7,0,Monday,1,Mist,277
0.46,0.4545,0.88,0.0,23,273,winter,2012,March,19,0,Friday,1,Mist,296
0.32,0.3333,0.87,0.1045,32,87,fall,2012,November,8,0,Sunday,0,Clear,119
0.42,0.4242,0.77,0.2836,29,55,winter,2011,January,12,0,Saturday,0,Clear,84
0.64,0.5758,0.84,0.2239,0,3,summer,2011,September,6,0,Sunday,0,Clear,3
0.22,0.2273,0.64,0.1642,3,37,winter,2011,January,23,0,Tuesday,1,Mist,40
0.6,0.5455,0.88,0.4478,3,68,spring,2012,May,21,0,Tuesday,1,Light Snow,71
0.34,0.3333,0.87,0.1343,43,90,spring,2011,April,10,0,Saturday,0,Mist,133
0.6,0.5758,0.78,0.1343,27,696,summer,2012,August,8,0,Tuesday,1,Clear,723
0.4,0.4091,0.43,0.194,48,251,fall,2012,December,14,0,Friday,1,Clear,299
0.22,0.2121,0.37,0.2537,5,73,winter,2011,February,16,0,Thursday,1,Clear,78
0.7,0.6667,0.84,0.0,41,153,summer,2011,July,21,0,Monday,1,Clear,194
0.92,0.8636,0.37,0.2239,100,225,summer,2012,July,10,0,Saturday,0,Clear,325
0.86,0.7727,0.39,0.1642,67,460,summer,2011,August,17,0,Monday,1,Clear,527
0.64,0.6212,0.44,0.1343,68,268,summer,2012,September,13,0,Thursday,1,Clear,336
0.3,0.2879,0.39,0.2836,26,92,winter,2011,January,14,0,Saturday,0,Clear,118
0.56,0.5303,0.88,0.194,0,46,spring,2011,June,7,0,Monday,1,Light Snow,46
0.66,0.5909,0.89,0.0896,27,72,summer,2012,September,0,0,Sunday,0,Mist,99
0.36,0.3636,0.66,0.1045,5,25,winter,2011,February,0,0,Monday,1,Mist,30
0.54,0.5152,0.77,0.0,37,88,spring,2012,March,23,0,Wednesday,1,Clear,125
0.58,0.5455,0.83,0.1045,28,147,spring,2012,May,10,0,Wednesday,1,Mist,175
0.26,0.2273,0.56,0.3881,5,8,winter,2011,January,0,0,Thursday,1,Clear,13
0.62,0.5909,0.78,0.194,3,14,summer,2012,July,5,0,Sunday,0,Clear,17
0.28,0.2879,0.56,0.1045,3,103,spring,2012,April,6,0,Wednesday,1,Clear,106
0.26,0.2727,0.56,0.1343,4,19,winter,2011,January,1,0,Sunday,0,Clear,23
0.66,0.6212,0.65,0.2537,84,351,spring,2012,June,20,0,Thursday,1,Clear,435
0.44,0.4394,0.54,0.4478,2,4,spring,2011,April,4,0,Thursday,1,Mist,6
0.36,0.3333,0.66,0.2537,18,260,fall,2012,November,9,0,Monday,1,Mist,278
0.56,0.5303,0.88,0.2239,0,14,spring,2012,May,3,0,Friday,1,Clear,14
0.36,0.3636,0.71,0.1045,8,56,spring,2012,April,7,0,Saturday,0,Clear,64
0.72,0.697,0.74,0.1045,35,198,summer,2012,August,22,0,Wednesday,1,Clear,233
0.32,0.3485,0.87,0.0,0,1,fall,2011,November,2,0,Tuesday,1,Clear,1
0.3,0.2727,0.61,0.2985,17,197,spring,2011,March,18,0,Thursday,1,Mist,214
0.38,0.3939,0.94,0.0,10,652,fall,2012,December,8,0,Tuesday,1,Clear,662
0.36,0.3788,0.71,0.0,7,56,winter,2011,March,22,0,Saturday,0,Clear,63
0.36,0.3485,0.93,0.1343,1,107,fall,2012,December,6,0,Monday,1,Mist,108
0.56,0.5303,0.88,0.3582,4,11,fall,2011,October,1,0,Thursday,1,Clear,15
0.32,0.2727,0.29,0.5522,35,181,winter,2012,February,14,0,Saturday,0,Clear,216
0.22,0.2273,1.0,0.1642,10,42,winter,2011,February,12,0,Saturday,0,Light Snow,52
0.26,0.2576,0.73,0.2985,12,338,fall,2012,November,19,0,Tuesday,1,Clear,350
0.14,0.1212,0.43,0.2985,0,36,winter,2012,February,21,0,Sunday,0,Clear,36
0.44,0.4394,0.72,0.0896,4,113,winter,2012,March,6,0,Thursday,1,Clear,117
0.52,0.5,0.55,0.3881,5,119,winter,2011,February,21,0,Thursday,1,Clear,124
0.34,0.3636,0.71,0.0,15,37,fall,2012,November,20,1,Thursday,0,Clear,52
0.66,0.5909,0.89,0.1343,0,4,summer,2012,August,3,0,Tuesday,1,Clear,4
0.82,0.7727,0.52,0.194,55,256,summer,2012,June,21,0,Thursday,1,Clear,311
0.16,0.197,0.86,0.0896,0,3,fall,2011,December,3,0,Monday,1,Clear,3
0.2,0.1818,0.34,0.2836,3,61,winter,2011,February,15,0,Wednesday,1,Mist,64
0.6,0.6212,0.56,0.2537,119,781,summer,2012,September,18,0,Thursday,1,Clear,900
0.4,0.4091,0.47,0.3284,90,320,winter,2012,January,15,0,Saturday,0,Clear,410
0.26,0.2424,0.65,0.2836,10,138,winter,2012,February,10,0,Sunday,0,Mist,148
0.48,0.4697,0.88,0.194,0,5,winter,2012,March,4,0,Thursday,1,Clear,5
0.72,0.6667,0.48,0.2537,34,313,summer,2011,July,7,0,Wednesday,1,Clear,347
0.5,0.4848,0.55,0.1045,37,132,spring,2011,April,9,0,Monday,1,Mist,169
0.52,0.5,0.72,0.1045,7,16,spring,2012,June,6,0,Sunday,0,Clear,23
0.44,0.4394,0.77,0.0,13,386,fall,2011,December,18,0,Monday,1,Clear,399
0.26,0.2424,0.56,0.2836,0,2,fall,2012,December,3,0,Thursday,1,Mist,2
0.82,0.7879,0.56,0.1343,22,125,summer,2012,July,0,0,Sunday,0,Clear,147
0.4,0.4091,0.43,0.2836,23,159,winter,2012,February,13,0,Monday,1,Clear,182
0.44,0.4394,0.16,0.6418,39,81,winter,2011,February,16,0,Saturday,0,Clear,120
0.26,0.2576,0.65,0.1642,13,133,winter,2011,January,19,0,Tuesday,1,Mist,146
0.34,0.3636,0.81,0.0,8,110,winter,2012,February,16,0,Thursday,1,Light Snow,118
0.26,0.303,0.81,0.0,9,99,fall,2012,December,0,0,Saturday,0,Clear,108
0.8,0.7879,0.63,0.2239,81,388,summer,2012,August,19,0,Friday,1,Mist,469
0.26,0.303,0.56,0.0,8,55,winter,2011,March,21,0,Tuesday,1,Clear,63
0.56,0.5303,0.6,0.1045,28,282,summer,2012,September,21,0,Tuesday,1,Clear,310
0.26,0.2727,0.65,0.1045,5,126,fall,2012,November,6,0,Friday,1,Clear,131
0.26,0.2424,0.81,0.0,9,35,winter,2012,December,8,0,Saturday,0,Mist,44
0.6,0.5758,0.78,0.2537,34,133,spring,2011,May,15,0,Wednesday,1,Clear,167
0.54,0.5152,0.6,0.0896,0,8,spring,2012,June,3,0,Friday,1,Clear,8
0.56,0.5303,0.88,0.2985,1,14,spring,2012,May,5,0,Monday,1,Light Snow,15
0.66,0.6212,0.74,0.2537,48,140,spring,2011,April,12,0,Monday,1,Clear,188
0.66,0.6061,0.78,0.0,21,199,fall,2012,October,23,0,Wednesday,1,Mist,220
0.42,0.4242,0.82,0.1045,3,22,fall,2012,December,1,0,Tuesday,1,Clear,25
0.22,0.2273,0.51,0.194,3,37,winter,2012,December,23,0,Saturday,0,Clear,40
0.6,0.5606,0.83,0.2239,4,23,summer,2012,August,6,0,Saturday,0,Clear,27
0.2,0.2273,0.44,0.0896,0,9,winter,2011,February,1,0,Wednesday,1,Clear,9
0.64,0.6061,0.73,0.1045,52,478,spring,2012,May,18,0,Monday,1,Clear,530
0.36,0.3333,0.43,0.3881,5,56,winter,2012,February,0,0,Saturday,0,Clear,61
0.56,0.5303,0.83,0.1045,0,15,spring,2012,June,2,0,Friday,1,Clear,15
0.32,0.303,0.7,0.2239,0,6,fall,2011,December,4,0,Thursday,1,Mist,6
0.6,0.6212,0.31,0.2537,31,192,winter,2012,March,15,0,Thursday,1,Clear,223
0.58,0.5455,0.46,0.4179,55,426,fall,2011,October,17,0,Friday,1,Clear,481
0.64,0.5758,0.83,0.1343,14,125,summer,2012,July,22,0,Tuesday,1,Mist,139
0.1,0.1364,0.49,0.1045,2,12,winter,2011,February,0,0,Friday,1,Clear,14
0.82,0.7727,0.49,0.1045,148,232,spring,2011,June,14,0,Saturday,0,Clear,380
0.72,0.6818,0.62,0.2985,56,223,spring,2011,May,16,0,Monday,1,Mist,279
0.34,0.3636,0.42,0.0,8,75,spring,2011,March,21,0,Tuesday,1,Clear,83
0.32,0.3333,0.81,0.1343,10,369,spring,2012,April,18,0,Monday,1,Light Snow,379
0.42,0.4242,0.71,0.1343,3,5,spring,2012,April,2,0,Monday,1,Clear,8
0.42,0.4242,0.71,0.0,16,397,winter,2012,January,17,0,Thursday,1,Mist,413
0.54,0.5152,0.68,0.1045,2,21,spring,2012,June,5,0,Saturday,0,Clear,23
0.52,0.5,0.55,0.1642,119,351,fall,2012,September,19,0,Saturday,0,Clear,470
0.62,0.6212,0.43,0.3284,34,180,fall,2011,October,12,0,Wednesday,1,Clear,214
0.2,0.197,0.69,0.2239,0,14,spring,2011,March,3,0,Sunday,0,Light Snow,14
0.62,0.6212,0.33,0.1045,84,838,fall,2012,October,17,0,Monday,1,Clear,922
0.42,0.4242,0.58,0.2836,5,24,winter,2011,March,0,0,Friday,1,Clear,29
0.22,0.2424,0.87,0.1045,0,14,winter,2012,January,0,0,Tuesday,1,Mist,14
0.62,0.5758,0.83,0.1045,27,399,fall,2012,September,9,0,Friday,1,Mist,426
0.46,0.4545,0.82,0.1642,198,346,winter,2012,March,13,0,Sunday,0,Mist,544
0.34,0.3333,0.49,0.194,15,339,spring,2012,April,7,0,Thursday,1,Clear,354
0.76,0.7273,0.7,0.0,17,17,summer,2011,July,0,0,Monday,1,Mist,34
0.36,0.3333,0.5,0.2537,23,168,winter,2012,January,12,0,Friday,1,Clear,191
0.4,0.4091,0.76,0.194,62,161,spring,2012,March,9,0,Saturday,0,Mist,223
0.46,0.4545,0.41,0.2836,18,84,spring,2011,April,21,0,Wednesday,1,Clear,102
