temp,atemp,hum,windspeed,casual,registered,cnt,season,yr,mnth,hr,holiday,workingday,weathersit,weekday
0.42,0.4242,0.38,0.3881,23,70,93,spring,2011,April,11,0,1,Clear,Wednesday
0.52,0.5,0.48,0.0,22,156,178,spring,2012,May,8,0,0,Clear,Saturday
0.48,0.4697,0.82,0.4179,3,53,56,winter,2011,December,11,0,1,Mist,Wednesday
0.26,0.303,0.81,0.0,4,31,35,fall,2011,November,7,0,1,Clear,Friday
0.24,0.2879,0.87,0.0,1,10,11,winter,2012,December,8,1,0,Mist,Tuesday
0.26,0.2727,0.56,0.1045,3,77,80,winter,2012,January,13,0,1,Mist,Monday
0.86,0.803,0.47,0.5224,161,330,491,summer,2012,August,12,0,0,Clear,Sunday
0.32,0.3333,0.87,0.1045,0,12,12,fall,2011,October,6,0,0,Clear,Sunday
0.9,0.8485,0.42,0.194,39,99,138,summer,2012,July,10,0,1,Clear,Wednesday
0.72,0.697,0.74,0.0896,263,230,493,summer,2012,September,13,0,0,Light Snow,Sunday
0.72,0.6515,0.39,0.3284,89,280,369,spring,2012,June,12,0,1,Clear,Friday
0.16,0.1212,0.47,0.4627,5,55,60,winter,2012,January,10,0,1,Clear,Tuesday
0.42,0.4242,0.77,0.2836,12,27,39,winter,2011,March,1,0,0,Mist,Sunday
0.8,0.7879,0.63,0.3582,53,163,216,summer,2011,July,14,0,1,Mist,Friday
0.52,0.5,0.77,0.1642,5,22,27,spring,2011,May,0,0,1,Light Snow,Wednesday
0.72,0.697,0.79,0.1045,51,157,208,summer,2012,August,21,0,0,Clear,Sunday
0.36,0.3485,0.87,0.1343,47,248,295,fall,2012,December,11,0,0,Mist,Sunday
0.68,0.6364,0.36,0.194,327,377,704,summer,2012,September,13,0,0,Clear,Saturday
0.3,0.303,0.39,0.1642,11,64,75,spring,2011,March,21,0,1,Mist,Friday
0.36,0.3485,0.71,0.1642,5,228,233,fall,2011,October,7,0,1,Clear,Friday
0.44,0.4394,1.0,0.194,16,88,104,spring,2012,March,21,0,0,Light Snow,Saturday
0.42,0.4242,0.71,0.1045,11,198,209,fall,2011,November,20,0,1,Clear,Thursday
0.44,0.4394,0.67,0.194,2,4,6,winter,2012,February,3,0,1,Light Snow,Thursday
0.32,0.3333,0.57,0.1045,31,656,687,fall,2012,November,8,0,1,Clear,Friday
0.24,0.2273,0.87,0.2239,6,27,33,winter,2012,December,16,0,1,Light Snow,Monday
0.44,0.4394,0.67,0.1045,37,106,143,spring,2011,April,22,0,0,Clear,Saturday
0.28,0.2576,0.52,0.2836,4,19,23,fall,2012,December,1,0,1,Mist,Thursday
0.2,0.2576,0.4,0.0,4,47,51,winter,2011,February,10,0,1,Clear,Wednesday
0.62,0.6212,0.46,0.3284,200,362,562,fall,2012,October,12,0,0,Clear,Sunday
0.28,0.2879,0.61,0.1343,1,20,21,winter,2011,February,19,0,0,Clear,Sunday
0.26,0.2273,0.48,0.3284,4,4,8,fall,2011,November,4,0,0,Clear,Saturday
0.4,0.4091,0.71,0.1343,29,118,147,fall,2011,October,12,0,1,Mist,Monday
0.26,0.2727,0.65,0.1343,9,332,341,fall,2012,November,7,0,1,Clear,Friday
0.48,0.4697,0.82,0.1642,1,35,36,spring,2012,June,5,0,1,Light Snow,Tuesday
0.34,0.3333,0.34,0.1343,12,387,399,winter,2012,February,17,0,1,Clear,Thursday
0.62,0.5909,0.78,0.1343,11,18,29,spring,2011,June,0,0,1,Clear,Monday
0.64,0.6061,0.69,0.2537,17,57,74,summer,2011,September,1,0,0,Mist,Saturday
0.76,0.7273,0.66,0.1045,104,506,610,summer,2012,August,19,0,1,Mist,Tuesday
0.54,0.5152,0.56,0.194,45,151,196,spring,2012,April,23,0,0,Mist,Saturday
0.7,0.6364,0.42,0.2239,33,227,260,summer,2011,June,9,0,1,Clear,Thursday
0.5,0.4848,0.36,0.4478,21,255,276,spring,2012,April,20,0,1,Clear,Monday
0.36,0.3636,0.87,0.0896,17,106,123,fall,2011,December,11,0,1,Mist,Monday
0.42,0.4242,0.35,0.1045,47,204,251,fall,2012,November,14,0,1,Clear,Friday
0.34,0.303,0.61,0.3582,4,47,51,fall,2011,November,23,0,1,Clear,Wednesday
0.36,0.3485,0.43,0.1642,8,49,57,spring,2012,April,2,0,0,Clear,Saturday
0.56,0.5303,0.46,0.1343,39,250,289,fall,2011,November,16,0,1,Clear,Tuesday
0.68,0.6364,0.51,0.1642,62,140,202,summer,2011,June,21,0,0,Clear,Saturday
0.4,0.4091,0.82,0.3284,1,9,10,spring,2011,April,6,0,0,Light Snow,Saturday
0.88,0.803,0.39,0.2239,65,198,263,summer,2012,June,14,0,1,Clear,Friday
0.66,0.6212,0.69,0.194,25,467,492,summer,2012,August,7,0,1,Mist,Wednesday
0.62,0.6212,0.43,0.3284,49,638,687,summer,2012,June,8,0,1,Clear,Wednesday
0.14,0.1212,0.39,0.3582,1,44,45,winter,2011,February,11,0,1,Clear,Thursday
0.46,0.4545,0.82,0.0,14,89,103,fall,2011,October,8,0,0,Clear,Saturday
0.34,0.303,0.34,0.4179,47,239,286,fall,2011,December,13,0,0,Clear,Saturday
0.44,0.4394,0.67,0.0,6,21,27,spring,2011,April,0,1,0,Clear,Friday
0.6,0.5909,0.73,0.2836,63,201,264,fall,2012,October,22,0,1,Clear,Friday
0.22,0.197,0.44,0.3582,1,27,28,fall,2012,November,2,0,0,Clear,Sunday
0.74,0.7121,0.74,0.1343,47,194,241,summer,2011,July,21,0,1,Clear,Tuesday
0.4,0.4091,0.54,0.1343,16,86,102,winter,2011,February,19,0,0,Clear,Sunday
0.62,0.5909,0.73,0.1642,4,6,10,summer,2011,July,4,0,0,Clear,Sunday
0.6,0.5455,0.88,0.0,2,9,11,summer,2011,September,13,0,1,Light Snow,Wednesday
0.4,0.4091,0.94,0.194,1,35,36,fall,2011,November,14,0,1,Light Snow,Tuesday
0.64,0.6212,0.5,0.3582,53,433,486,summer,2011,July,8,0,1,Clear,Thursday
0.8,0.7121,0.41,0.1045,79,272,351,summer,2012,August,13,0,1,Mist,Friday
0.7,0.6364,0.39,0.2239,28,109,137,summer,2011,August,10,0,1,Clear,Tuesday
0.02,0.0606,0.48,0.1343,0,5,5,winter,2011,January,5,0,1,Clear,Monday
0.88,0.803,0.39,0.0,142,185,327,spring,2011,May,14,1,0,Clear,Monday
0.72,0.6818,0.62,0.1343,41,391,432,summer,2011,July,8,0,1,Clear,Tuesday
0.8,0.7424,0.49,0.1642,76,160,236,summer,2012,June,11,0,1,Clear,Friday
0.5,0.4848,0.31,0.3582,208,301,509,winter,2012,March,16,0,0,Clear,Sunday
0.26,0.2273,0.28,0.3284,1,15,16,spring,2011,March,0,0,1,Clear,Tuesday
0.36,0.3485,0.93,0.1343,4,29,33,fall,2012,December,23,0,0,Mist,Sunday
0.28,0.3182,0.65,0.0,0,3,3,fall,2011,December,3,0,1,Clear,Wednesday
0.3,0.3182,0.7,0.1045,1,6,7,fall,2012,November,4,0,1,Clear,Friday
0.58,0.5455,0.94,0.1642,0,6,6,summer,2011,September,6,0,0,Clear,Saturday
0.72,0.6818,0.7,0.3582,56,344,400,summer,2011,June,19,0,1,Clear,Thursday
0.58,0.5455,0.73,0.1343,51,174,225,spring,2012,June,13,0,1,Mist,Monday
0.66,0.6061,0.83,0.0896,1,178,179,summer,2012,August,7,0,1,Mist,Tuesday
0.3,0.3182,0.56,0.0896,14,42,56,winter,2011,December,20,1,0,Clear,Monday
0.72,0.6818,0.62,0.2537,41,112,153,summer,2011,August,11,0,1,Mist,Monday
0.36,0.3788,0.87,0.0,5,40,45,fall,2011,November,22,0,0,Clear,Sunday
0.56,0.5303,0.49,0.4478,6,88,94,winter,2012,March,23,0,1,Mist,Thursday
0.36,0.3788,0.53,0.0,48,153,201,spring,2012,March,11,0,1,Mist,Friday
0.6,0.6212,0.33,0.4627,242,230,472,fall,2011,October,14,0,0,Clear,Saturday
0.74,0.6515,0.3,0.0896,279,347,626,spring,2012,May,17,0,0,Clear,Saturday
0.46,0.4545,0.82,0.0,24,124,148,fall,2011,October,22,0,1,Clear,Thursday
0.52,0.5,0.83,0.2239,28,222,250,spring,2012,April,21,0,1,Clear,Thursday
0.94,0.8788,0.38,0.3284,54,116,170,summer,2012,July,14,0,1,Clear,Wednesday
0.52,0.5,0.83,0.2537,3,28,31,fall,2011,October,6,0,1,Light Snow,Wednesday
0.72,0.6515,0.3,0.1045,81,177,258,winter,2012,March,14,0,1,Mist,Thursday
0.7,0.6667,0.79,0.2985,1,39,40,summer,2012,September,5,0,1,Mist,Wednesday
0.7,0.6667,0.74,0.2239,70,749,819,summer,2012,July,18,0,1,Light Snow,Tuesday
0.16,0.1212,0.4,0.5224,2,47,49,winter,2011,January,11,0,0,Clear,Sunday
0.28,0.2727,0.48,0.2239,10,202,212,winter,2011,January,17,0,1,Clear,Tuesday
0.58,0.5455,0.46,0.1343,54,218,272,spring,2012,June,15,0,1,Mist,Tuesday
0.44,0.4394,0.24,0.194,2,3,5,spring,2012,April,4,0,1,Clear,Monday
0.3,0.303,0.52,0.1642,3,99,102,fall,2011,December,10,0,1,Clear,Tuesday
0.7,0.6515,0.51,0.1343,64,388,452,spring,2012,May,19,0,1,Clear,Friday
0.66,0.5909,0.89,0.0,21,57,78,summer,2012,September,22,0,0,Mist,Saturday
0.2,0.1818,1.0,0.3284,0,2,2,winter,2011,March,1,0,1,Light Snow,Monday
0.42,0.4242,0.82,0.2985,2,9,11,winter,2011,March,3,0,0,Mist,Sunday
0.24,0.2576,0.7,0.0896,0,6,6,fall,2011,December,5,0,0,Clear,Saturday
0.38,0.3939,0.66,0.0896,4,4,8,fall,2011,October,4,0,0,Clear,Saturday
0.62,0.6061,0.69,0.1045,33,129,162,spring,2011,June,12,0,1,Mist,Monday
0.9,0.8485,0.42,0.2239,36,82,118,spring,2011,June,11,0,1,Clear,Thursday
0.6,0.5606,0.83,0.1642,1,8,9,summer,2011,June,4,0,1,Mist,Monday
0.8,0.697,0.29,0.2985,52,126,178,summer,2011,August,15,0,1,Clear,Thursday
0.78,0.697,0.46,0.2985,28,127,155,summer,2011,August,22,0,1,Clear,Tuesday
0.62,0.5909,0.73,0.1642,66,708,774,summer,2012,September,18,0,1,Mist,Monday
0.32,0.303,0.53,0.2239,21,412,433,fall,2012,December,19,0,1,Clear,Tuesday
0.52,0.5,0.72,0.1045,8,41,49,summer,2012,September,0,0,1,Clear,Wednesday
0.36,0.3485,0.62,0.1343,1,5,6,fall,2011,November,4,0,0,Mist,Sunday
0.78,0.7121,0.52,0.2836,290,245,535,spring,2012,May,15,0,0,Clear,Sunday
0.32,0.3182,0.93,0.1642,4,17,21,winter,2011,March,22,0,1,Light Snow,Wednesday
0.36,0.3333,0.66,0.2537,33,106,139,fall,2012,November,10,0,1,Mist,Monday
0.46,0.4545,0.67,0.4627,6,174,180,winter,2012,January,21,0,1,Clear,Tuesday
0.46,0.4545,0.38,0.2985,34,301,335,spring,2012,March,20,0,1,Clear,Thursday
0.8,0.7879,0.63,0.3582,39,102,141,summer,2011,July,15,0,1,Mist,Friday
0.32,0.3182,0.45,0.194,8,62,70,winter,2011,January,15,0,1,Mist,Thursday
0.48,0.4697,0.41,0.2985,34,288,322,spring,2012,May,9,0,1,Clear,Friday
0.16,0.1667,0.47,0.1642,6,32,38,winter,2012,January,2,0,0,Clear,Saturday
0.74,0.7121,0.74,0.1343,57,288,345,summer,2012,July,9,0,1,Mist,Monday
0.74,0.6818,0.58,0.1642,88,467,555,summer,2012,August,19,0,1,Clear,Monday
0.7,0.6515,0.65,0.4925,18,120,138,spring,2011,April,15,0,1,Clear,Wednesday
0.46,0.4545,0.94,0.0,5,77,82,fall,2011,November,9,0,1,Light Snow,Wednesday
0.6,0.5606,0.83,0.2985,25,480,505,spring,2012,June,7,0,1,Clear,Wednesday
0.62,0.5758,0.83,0.3284,25,176,201,spring,2011,June,20,0,1,Clear,Thursday
0.34,0.3182,0.53,0.2537,15,331,346,spring,2011,April,8,0,1,Mist,Friday
0.16,0.1818,0.69,0.1045,1,2,3,winter,2011,January,4,0,0,Clear,Saturday
0.32,0.3333,0.93,0.1045,11,455,466,fall,2011,November,8,0,1,Clear,Tuesday
0.7,0.6667,0.79,0.2537,7,4,11,summer,2011,July,4,0,1,Clear,Friday
0.72,0.697,0.74,0.2985,118,208,326,summer,2011,August,15,0,0,Light Snow,Sunday
0.32,0.303,0.49,0.2239,25,515,540,fall,2012,December,18,0,1,Mist,Wednesday
0.34,0.303,0.29,0.4179,47,127,174,winter,2011,February,15,0,0,Clear,Saturday
0.56,0.5303,0.73,0.2836,2,38,40,fall,2012,October,5,0,1,Mist,Monday
0.22,0.2727,0.55,0.0,10,53,63,fall,2011,December,21,0,0,Clear,Sunday
0.7,0.6667,0.74,0.0,8,55,63,summer,2012,August,0,0,1,Clear,Thursday
0.36,0.3485,0.93,0.194,0,2,2,winter,2012,January,4,0,1,Light Snow,Thursday
0.56,0.5303,0.64,0.1045,27,189,216,summer,2012,September,22,0,1,Clear,Tuesday
0.38,0.3939,0.54,0.2836,102,213,315,fall,2011,November,11,0,0,Clear,Saturday
0.64,0.6061,0.69,0.194,0,15,15,summer,2012,August,2,0,1,Clear,Thursday
0.46,0.4545,0.88,0.1045,9,15,24,spring,2012,May,1,0,1,Mist,Thursday
0.3,0.2879,0.81,0.194,0,5,5,fall,2012,November,4,0,1,Light Snow,Tuesday
0.3,0.2727,0.39,0.4179,32,103,135,winter,2011,February,13,0,0,Clear,Saturday
0.7,0.6364,0.34,0.2239,33,178,211,spring,2011,June,12,0,1,Clear,Wednesday
0.26,0.2424,0.3,0.2537,14,58,72,winter,2011,January,15,0,1,Clear,Monday
0.34,0.3485,0.25,0.0896,15,207,222,winter,2011,February,17,0,1,Clear,Wednesday
0.22,0.2273,0.55,0.194,0,2,2,fall,2012,December,3,0,1,Clear,Thursday
0.42,0.4242,0.67,0.0896,19,77,96,spring,2011,May,0,0,0,Clear,Sunday
0.74,0.6515,0.28,0.1343,188,268,456,spring,2011,June,13,0,0,Clear,Saturday
0.46,0.4545,0.63,0.2239,9,72,81,fall,2012,October,23,0,1,Clear,Monday
0.24,0.2273,0.6,0.2239,12,35,47,winter,2011,February,9,0,0,Mist,Sunday
0.46,0.4545,0.88,0.1045,16,563,579,winter,2012,March,8,0,1,Clear,Monday
0.66,0.5909,0.89,0.3881,1,1,2,summer,2012,July,4,0,1,Light Snow,Monday
0.32,0.3182,0.57,0.194,3,205,208,winter,2012,December,7,0,1,Mist,Friday
0.24,0.2879,0.87,0.0,13,432,445,fall,2011,December,8,0,1,Clear,Friday
0.14,0.1667,0.93,0.1045,0,21,21,fall,2011,December,5,0,1,Clear,Monday
0.34,0.3485,0.53,0.1045,21,330,351,fall,2012,November,9,0,1,Clear,Friday
0.6,0.5455,0.88,0.2537,148,232,380,summer,2012,July,15,0,0,Light Snow,Saturday
0.78,0.7727,0.7,0.1045,49,217,266,summer,2012,September,12,0,1,Clear,Wednesday
0.76,0.6667,0.35,0.2537,59,128,187,summer,2011,August,11,0,1,Clear,Thursday
0.2,0.2273,0.47,0.0896,1,108,109,winter,2011,February,20,0,1,Clear,Thursday
0.46,0.4545,0.51,0.3582,20,278,298,fall,2011,October,19,0,1,Clear,Thursday
0.76,0.7121,0.58,0.194,62,175,237,summer,2012,September,9,0,0,Mist,Saturday
0.68,0.6364,0.57,0.0,16,58,74,summer,2011,August,2,0,0,Clear,Saturday
0.26,0.2576,0.41,0.1642,5,26,31,spring,2011,March,0,0,0,Mist,Sunday
0.74,0.697,0.7,0.2239,168,281,449,summer,2012,September,15,1,0,Clear,Monday
0.8,0.7424,0.52,0.2537,94,488,582,summer,2012,July,19,0,1,Clear,Monday
0.7,0.6515,0.58,0.2239,8,72,80,spring,2012,June,23,0,1,Mist,Monday
0.38,0.3939,0.43,0.194,80,343,423,fall,2012,November,11,0,0,Clear,Saturday
0.86,0.7879,0.44,0.2836,257,306,563,summer,2012,September,15,0,0,Mist,Saturday
0.6,0.5909,0.73,0.2239,58,431,489,spring,2011,May,18,0,1,Clear,Wednesday
0.54,0.5152,0.56,0.194,150,278,428,fall,2012,October,10,0,0,Clear,Sunday
0.84,0.7879,0.49,0.2537,24,85,109,summer,2011,July,8,0,0,Clear,Saturday
0.54,0.5152,0.68,0.1642,22,60,82,spring,2012,May,2,0,0,Mist,Sunday
0.74,0.6818,0.62,0.1045,32,142,174,summer,2012,August,23,0,1,Clear,Friday
0.7,0.6515,0.7,0.1045,38,176,214,fall,2012,October,11,0,1,Mist,Thursday
0.62,0.6061,0.69,0.1343,12,29,41,summer,2012,August,7,0,0,Mist,Sunday
0.46,0.4545,0.31,0.3284,92,125,217,winter,2011,March,18,0,0,Clear,Saturday
0.64,0.5909,0.78,0.2985,31,119,150,spring,2011,April,13,0,1,Clear,Wednesday
0.8,0.7576,0.55,0.2239,63,335,398,summer,2011,July,19,0,1,Clear,Monday
0.62,0.6212,0.57,0.1343,9,29,38,summer,2011,August,0,0,1,Clear,Wednesday
0.44,0.4394,0.88,0.1045,3,59,62,spring,2011,May,6,0,1,Clear,Monday
0.5,0.4848,0.94,0.0896,41,277,318,spring,2012,March,9,0,1,Mist,Thursday
0.8,0.7121,0.41,0.4179,87,340,427,spring,2012,June,16,0,1,Mist,Monday
0.52,0.5,0.32,0.1343,42,177,219,spring,2012,April,11,0,1,Clear,Wednesday
0.68,0.6364,0.89,0.194,1,35,36,summer,2012,August,5,0,1,Mist,Tuesday
0.56,0.5303,0.37,0.3881,37,161,198,fall,2011,October,13,0,1,Clear,Tuesday
0.24,0.2879,0.93,0.0,11,216,227,fall,2011,October,7,0,1,Clear,Monday
0.54,0.5152,0.52,0.0896,36,87,123,spring,2011,April,11,0,1,Mist,Monday
0.24,0.2424,0.87,0.1343,3,122,125,winter,2012,February,20,0,1,Light Snow,Wednesday
0.34,0.303,0.76,0.3284,10,102,112,winter,2011,March,16,0,1,Mist,Wednesday
0.74,0.7121,0.79,0.0,20,257,277,summer,2011,July,7,0,1,Mist,Monday
0.46,0.4545,0.88,0.0,23,273,296,winter,2012,March,19,0,1,Mist,Friday
0.32,0.3333,0.87,0.1045,32,87,119,fall,2012,November,8,0,0,Clear,Sunday
0.42,0.4242,0.77,0.2836,29,55,84,winter,2011,January,12,0,0,Clear,Saturday
0.64,0.5758,0.84,0.2239,0,3,3,summer,2011,September,6,0,0,Clear,Sunday
0.22,0.2273,0.64,0.1642,3,37,40,winter,2011,January,23,0,1,Mist,Tuesday
0.6,0.5455,0.88,0.4478,3,68,71,spring,2012,May,21,0,1,Light Snow,Tuesday
0.34,0.3333,0.87,0.1343,43,90,133,spring,2011,April,10,0,0,Mist,Saturday
0.6,0.5758,0.78,0.1343,27,696,723,summer,2012,August,8,0,1,Clear,Tuesday
0.4,0.4091,0.43,0.194,48,251,299,fall,2012,December,14,0,1,Clear,Friday
0.22,0.2121,0.37,0.2537,5,73,78,winter,2011,February,16,0,1,Clear,Thursday
0.7,0.6667,0.84,0.0,41,153,194,summer,2011,July,21,0,1,Clear,Monday
0.92,0.8636,0.37,0.2239,100,225,325,summer,2012,July,10,0,0,Clear,Saturday
0.86,0.7727,0.39,0.1642,67,460,527,summer,2011,August,17,0,1,Clear,Monday
0.64,0.6212,0.44,0.1343,68,268,336,summer,2012,September,13,0,1,Clear,Thursday
0.3,0.2879,0.39,0.2836,26,92,118,winter,2011,January,14,0,0,Clear,Saturday
0.56,0.5303,0.88,0.194,0,46,46,spring,2011,June,7,0,1,Light Snow,Monday
0.66,0.5909,0.89,0.0896,27,72,99,summer,2012,September,0,0,0,Mist,Sunday
0.36,0.3636,0.66,0.1045,5,25,30,winter,2011,February,0,0,1,Mist,Monday
0.54,0.5152,0.77,0.0,37,88,125,spring,2012,March,23,0,1,Clear,Wednesday
0.58,0.5455,0.83,0.1045,28,147,175,spring,2012,May,10,0,1,Mist,Wednesday
0.26,0.2273,0.56,0.3881,5,8,13,winter,2011,January,0,0,1,Clear,Thursday
0.62,0.5909,0.78,0.194,3,14,17,summer,2012,July,5,0,0,Clear,Sunday
0.28,0.2879,0.56,0.1045,3,103,106,spring,2012,April,6,0,1,Clear,Wednesday
0.26,0.2727,0.56,0.1343,4,19,23,winter,2011,January,1,0,0,Clear,Sunday
0.66,0.6212,0.65,0.2537,84,351,435,spring,2012,June,20,0,1,Clear,Thursday
0.44,0.4394,0.54,0.4478,2,4,6,spring,2011,April,4,0,1,Mist,Thursday
0.36,0.3333,0.66,0.2537,18,260,278,fall,2012,November,9,0,1,Mist,Monday
0.56,0.5303,0.88,0.2239,0,14,14,spring,2012,May,3,0,1,Clear,Friday
0.36,0.3636,0.71,0.1045,8,56,64,spring,2012,April,7,0,0,Clear,Saturday
0.72,0.697,0.74,0.1045,35,198,233,summer,2012,August,22,0,1,Clear,Wednesday
0.32,0.3485,0.87,0.0,0,1,1,fall,2011,November,2,0,1,Clear,Tuesday
0.3,0.2727,0.61,0.2985,17,197,214,spring,2011,March,18,0,1,Mist,Thursday
0.38,0.3939,0.94,0.0,10,652,662,fall,2012,December,8,0,1,Clear,Tuesday
0.36,0.3788,0.71,0.0,7,56,63,winter,2011,March,22,0,0,Clear,Saturday
0.36,0.3485,0.93,0.1343,1,107,108,fall,2012,December,6,0,1,Mist,Monday
0.56,0.5303,0.88,0.3582,4,11,15,fall,2011,October,1,0,1,Clear,Thursday
0.32,0.2727,0.29,0.5522,35,181,216,winter,2012,February,14,0,0,Clear,Saturday
0.22,0.2273,1.0,0.1642,10,42,52,winter,2011,February,12,0,0,Light Snow,Saturday
0.26,0.2576,0.73,0.2985,12,338,350,fall,2012,November,19,0,1,Clear,Tuesday
0.14,0.1212,0.43,0.2985,0,36,36,winter,2012,February,21,0,0,Clear,Sunday
0.44,0.4394,0.72,0.0896,4,113,117,winter,2012,March,6,0,1,Clear,Thursday
0.52,0.5,0.55,0.3881,5,119,124,winter,2011,February,21,0,1,Clear,Thursday
0.34,0.3636,0.71,0.0,15,37,52,fall,2012,November,20,1,0,Clear,Thursday
0.66,0.5909,0.89,0.1343,0,4,4,summer,2012,August,3,0,1,Clear,Tuesday
0.82,0.7727,0.52,0.194,55,256,311,summer,2012,June,21,0,1,Clear,Thursday
0.16,0.197,0.86,0.0896,0,3,3,fall,2011,December,3,0,1,Clear,Monday
0.2,0.1818,0.34,0.2836,3,61,64,winter,2011,February,15,0,1,Mist,Wednesday
0.6,0.6212,0.56,0.2537,119,781,900,summer,2012,September,18,0,1,Clear,Thursday
0.4,0.4091,0.47,0.3284,90,320,410,winter,2012,January,15,0,0,Clear,Saturday
0.26,0.2424,0.65,0.2836,10,138,148,winter,2012,February,10,0,0,Mist,Sunday
0.48,0.4697,0.88,0.194,0,5,5,winter,2012,March,4,0,1,Clear,Thursday
0.72,0.6667,0.48,0.2537,34,313,347,summer,2011,July,7,0,1,Clear,Wednesday
0.5,0.4848,0.55,0.1045,37,132,169,spring,2011,April,9,0,1,Mist,Monday
0.52,0.5,0.72,0.1045,7,16,23,spring,2012,June,6,0,0,Clear,Sunday
0.44,0.4394,0.77,0.0,13,386,399,fall,2011,December,18,0,1,Clear,Monday
0.26,0.2424,0.56,0.2836,0,2,2,fall,2012,December,3,0,1,Mist,Thursday
0.82,0.7879,0.56,0.1343,22,125,147,summer,2012,July,0,0,0,Clear,Sunday
0.4,0.4091,0.43,0.2836,23,159,182,winter,2012,February,13,0,1,Clear,Monday
0.44,0.4394,0.16,0.6418,39,81,120,winter,2011,February,16,0,0,Clear,Saturday
0.26,0.2576,0.65,0.1642,13,133,146,winter,2011,January,19,0,1,Mist,Tuesday
0.34,0.3636,0.81,0.0,8,110,118,winter,2012,February,16,0,1,Light Snow,Thursday
0.26,0.303,0.81,0.0,9,99,108,fall,2012,December,0,0,0,Clear,Saturday
0.8,0.7879,0.63,0.2239,81,388,469,summer,2012,August,19,0,1,Mist,Friday
0.26,0.303,0.56,0.0,8,55,63,winter,2011,March,21,0,1,Clear,Tuesday
0.56,0.5303,0.6,0.1045,28,282,310,summer,2012,September,21,0,1,Clear,Tuesday
0.26,0.2727,0.65,0.1045,5,126,131,fall,2012,November,6,0,1,Clear,Friday
0.26,0.2424,0.81,0.0,9,35,44,winter,2012,December,8,0,0,Mist,Saturday
0.6,0.5758,0.78,0.2537,34,133,167,spring,2011,May,15,0,1,Clear,Wednesday
0.54,0.5152,0.6,0.0896,0,8,8,spring,2012,June,3,0,1,Clear,Friday
0.56,0.5303,0.88,0.2985,1,14,15,spring,2012,May,5,0,1,Light Snow,Monday
0.66,0.6212,0.74,0.2537,48,140,188,spring,2011,April,12,0,1,Clear,Monday
0.66,0.6061,0.78,0.0,21,199,220,fall,2012,October,23,0,1,Mist,Wednesday
0.42,0.4242,0.82,0.1045,3,22,25,fall,2012,December,1,0,1,Clear,Tuesday
0.22,0.2273,0.51,0.194,3,37,40,winter,2012,December,23,0,0,Clear,Saturday
0.6,0.5606,0.83,0.2239,4,23,27,summer,2012,August,6,0,0,Clear,Saturday
0.2,0.2273,0.44,0.0896,0,9,9,winter,2011,February,1,0,1,Clear,Wednesday
0.64,0.6061,0.73,0.1045,52,478,530,spring,2012,May,18,0,1,Clear,Monday
0.36,0.3333,0.43,0.3881,5,56,61,winter,2012,February,0,0,0,Clear,Saturday
0.56,0.5303,0.83,0.1045,0,15,15,spring,2012,June,2,0,1,Clear,Friday
0.32,0.303,0.7,0.2239,0,6,6,fall,2011,December,4,0,1,Mist,Thursday
0.6,0.6212,0.31,0.2537,31,192,223,winter,2012,March,15,0,1,Clear,Thursday
0.58,0.5455,0.46,0.4179,55,426,481,fall,2011,October,17,0,1,Clear,Friday
0.64,0.5758,0.83,0.1343,14,125,139,summer,2012,July,22,0,1,Mist,Tuesday
0.1,0.1364,0.49,0.1045,2,12,14,winter,2011,February,0,0,1,Clear,Friday
0.82,0.7727,0.49,0.1045,148,232,380,spring,2011,June,14,0,0,Clear,Saturday
0.72,0.6818,0.62,0.2985,56,223,279,spring,2011,May,16,0,1,Mist,Monday
0.34,0.3636,0.42,0.0,8,75,83,spring,2011,March,21,0,1,Clear,Tuesday
0.32,0.3333,0.81,0.1343,10,369,379,spring,2012,April,18,0,1,Light Snow,Monday
0.42,0.4242,0.71,0.1343,3,5,8,spring,2012,April,2,0,1,Clear,Monday
0.42,0.4242,0.71,0.0,16,397,413,winter,2012,January,17,0,1,Mist,Thursday
0.54,0.5152,0.68,0.1045,2,21,23,spring,2012,June,5,0,0,Clear,Saturday
0.52,0.5,0.55,0.1642,119,351,470,fall,2012,September,19,0,0,Clear,Saturday
0.62,0.6212,0.43,0.3284,34,180,214,fall,2011,October,12,0,1,Clear,Wednesday
0.2,0.197,0.69,0.2239,0,14,14,spring,2011,March,3,0,0,Light Snow,Sunday
0.62,0.6212,0.33,0.1045,84,838,922,fall,2012,October,17,0,1,Clear,Monday
0.42,0.4242,0.58,0.2836,5,24,29,winter,2011,March,0,0,1,Clear,Friday
0.22,0.2424,0.87,0.1045,0,14,14,winter,2012,January,0,0,1,Mist,Tuesday
0.62,0.5758,0.83,0.1045,27,399,426,fall,2012,September,9,0,1,Mist,Friday
0.46,0.4545,0.82,0.1642,198,346,544,winter,2012,March,13,0,0,Mist,Sunday
0.34,0.3333,0.49,0.194,15,339,354,spring,2012,April,7,0,1,Clear,Thursday
0.76,0.7273,0.7,0.0,17,17,34,summer,2011,July,0,0,1,Mist,Monday
0.36,0.3333,0.5,0.2537,23,168,191,winter,2012,January,12,0,1,Clear,Friday
0.4,0.4091,0.76,0.194,62,161,223,spring,2012,March,9,0,0,Mist,Saturday
0.46,0.4545,0.41,0.2836,18,84,102,spring,2011,April,21,0,1,Clear,Wednesday
